title,rate,author
作者:(德)阿・叔本华,9.1,叔本华思想随笔
作者:斯·茨威格,9.1,斯·茨威格中短篇小说选
作者:(英)威廉·萨默塞特·毛姆,9.1,毛姆短篇小说精选集
作者:李娟,9.0,阿勒泰的角落
作者:老舍,9.2,四世同堂
作者:大仲马,9.2,基督山伯爵（上下册）
作者:[意大利]卡尔维诺,9.0,卡尔维诺文集（第五卷）
作者:王小波,9.1,黄金时代白银时代
作者:[英]贡布里希(SirE.H.Gombrich),9.6,艺术的故事
作者:[澳]格里高利·大卫·罗伯兹,9.0,项塔兰
作者:李光耀,9.1,李光耀观天下
作者:白先勇,9.0,台北人
author,title,rate
作者:[英]吉米·哈利,万物生光辉,9.3
作者:(巴西)若泽•毛罗•德瓦斯康塞洛斯,我亲爱的甜橙树,9.1
作者:(美)马里奥·普佐,教父,9.2
作者:罗伯特·麦基,故事,9.2
作者:(意)卡尔维诺,树上的男爵,9.0
作者:盐野七生,罗马人的故事2,9.2
作者:(法)儒勒·凡尔纳,神秘岛（全三册）,9.2
作者:阿加莎・克里斯蒂,罗杰・艾克罗伊德谋杀案,9.0
作者:萧红,呼兰河传,9.0
作者:白先勇,孽子,9.0
作者:章詒和,最後的貴族,9.0
作者:木心,木心作品八种,9.3
作者:史铁生,灵魂的事,9.0
作者:[英]吉米·哈利,万物既聪慧又奇妙,9.2
作者:[法]阿尔贝·加缪,局外人,9.0
作者:(德)黑塞,荒原狼,9.0
作者:(奥)劳伦兹,所罗门王的指环,9.2
作者:一行禅师,故道白云,9.0
作者:冯友兰,中国哲学简史,9.2
作者:（美）保罗·萨缪尔森,经济学,9.3
作者:[美]查尔斯·舒尔茨,史努比黄金50年,9.1
作者:鲁兵主编,365夜,9.2
作者:刘义庆,世说新语,9.0
作者:[美]艾萨克·阿西莫夫,银河帝国3：第二基地,9.2
作者:PeterVanDerLinden,C专家编程,9.2
作者:W.RichardStevens,TCP/IP详解卷1：协议,9.2
作者:（美）艾萨克·阿西莫夫,基地前传2·迈向基地（上下）,9.0
作者:[英]奈杰尔·巴利,天真的人类学家,9.0
作者:三毛,温柔的夜,9.0
作者:柏拉图,柏拉图的《会饮》,9.2
作者:[明]张岱,陶庵梦忆西湖梦寻,9.2
作者:(美)杰克·伦敦著,热爱生命,9.0
作者:玛格丽特.米切尔,飘,9.4
作者:迟子建,额尔古纳河右岸,9.0
作者:[加]露西·莫德·蒙哥玛利,绿山墙的安妮,9.0
作者:（美）RandalE.Bryant/DavidO'Hallaron,深入理解计算机系统（原书第2版）,9.7
作者:逯钦立校注,陶渊明集,9.3
作者:(后秦)鸠摩罗什,金刚经,9.5
作者:[阿根廷]博尔赫斯,小径分岔的花园,9.1
作者:三毛,梦里花落知多少,9.1
作者:三毛,荷西我爱你,9.2
作者:[古希腊]亚里士多德(Aristotle),尼各马可伦理学,9.1
作者:[美]StanleyB.Lippman,深度探索C++对象模型,9.1
作者:[德]赫尔曼·黑塞,玻璃球游戏,9.0
作者:[英]以塞亚·伯林,浪漫主义的根源,9.2
作者:藤萍,吉祥纹莲花楼终篇之青龙·白虎,9.1
作者:ZhejiangEducationPublishingHouse,中国少年儿童百科全书,9.1
作者:王德胜,中国少年儿童百科全书--自然.环境,9.2
作者:(美)贾雷德・戴蒙德,枪炮、病菌与钢铁,9.0
作者:【英】毕翠克丝•波特,小兔彼得和他的朋友们（全3册）,9.0
作者:[美]阿特·斯皮格曼,鼠族（一、二部）,9.1
作者:理查德·威廉姆斯,原动画基础教程,9.6
作者:张荫麟,中国史纲,9.0
作者:[意大利]伊塔洛·卡尔维诺,美国讲稿,9.0
作者:(英)J.R.R.托尔金著/克里斯托弗·托尔金编,精灵宝钻,9.2
作者:[法]西蒙娜·德·波伏瓦,第二性Ⅱ,9.2
作者:[美]高居翰,隔江山色,9.0
作者:阿耐,大江东去（共三部）,9.1
作者:张爱玲,半生缘,9.0
作者:王尔德,夜莺与玫瑰,9.2
作者:张爱玲,金锁记,9.0
作者:（法）勒·柯布西耶/（瑞士）W·博奥席耶等,勒·柯布西耶全集,9.2
作者:[英]罗杰·克劳利,1453,9.0
作者:冯骥才,一百个人的十年,9.1
作者:[法]雨果,悲惨世界（全三册）,9.2
作者:[美]CharlesPetzold,编码,9.2
作者:吴楚材/吴调候,古文观止,9.2
作者:[汉]许慎撰/[宋]徐铉杨校定,说文解字,9.2
作者:[美]乔治·R.R.马丁,冰与火之歌·卷三·冰雨的风暴（全三册）,9.6
作者:罗兰•米勒(RowlandMiller)/丹尼尔•珀尔曼(DanielPerlman),亲密关系（第5版）,9.1
作者:五月天,五月天之素人自拍,9.6
作者:基思•斯坦诺维奇,对伪心理学说不,9.1
作者:黄蓓佳,我要做好孩子,9.0
作者:杨柳松,北方的空地,9.2
作者:(美)安妮·阿普尔鲍姆,古拉格,9.2
作者:[俄]陀思妥耶夫斯基,地下室手记,9.0
作者:郑渊洁,皮皮鲁和鲁西西全传,9.2
作者:(葡)若泽·萨拉马戈,失明症漫记,9.1
作者:[日]贵志祐介,来自新世界（上下）,9.0
作者:[美]艾萨克·阿西莫夫,永恒的终结,9.0
作者:罗杰·凯密恩（RogerKamien）,听音乐（插图第6版）,9.1
作者:[奥]斯蒂芬·茨威格,人类的群星闪耀时（增订版）,8.9
作者:李泽厚,美的历程,9.2
作者:[美]悉达多·穆克吉,众病之王,9.1
作者:[以色列]尤瓦尔·赫拉利,人类简史,9.2
作者:[美]阿图·葛文德（AtulGawande）,最好的告别,9.0
作者:(日)三浦紫苑,强风吹拂,9.0
作者:[美]安迪·威尔,火星救援,8.9
作者:吴军,文明之光（第一册）,9.0
作者:朱熹,四書章句集注,9.3
作者:奥得弗雷德·普鲁士勒,大盗贼,9.1
作者:李碧华,霸王别姬,9.1
作者:MartinFowler,重构,9.0
出版社:吉林文史出版社,易经,9.1
作者:JonBentley,编程珠玑,9.2
作者:武玉成，顾丛龙注,宋词三百首,9.3
作者:宋韬,战国策,9.0
作者:RobertC.Martin,敏捷软件开发,9.1
作者:汤显祖,牡丹亭,9.0
作者:夏承焘/等,宋词鉴赏辞典,9.4
作者:[瑞典]阿斯特丽德·林格伦,长袜子皮皮,9.0
作者:陈鼓应,老子注译及评介,9.2
作者:彭一刚,中国古典园林分析,9.1
作者:芦原义信,外部空间设计,9.0
作者:老舍,四世同堂（上下）,9.0
作者:[英]莎士比亚,莎士比亚全集（全8册）,9.3
作者:[美]菲利普·津巴多/[美]罗伯特·约翰逊/[美]安·韦伯,津巴多普通心理学,9.3
作者:弗里曼,HeadFirst设计模式（中文版）,9.2
作者:金庸,天龙八部,9.1
作者:吴楚材/吴调侯,古文观止,9.0
作者:HaroldAbelson/GeraldJaySussman/JulieSussman,计算机程序的构造和解释,9.5
作者:[美]约翰.墨菲,期货市场技术分析,9.1
作者:本杰明·格雷厄姆/BenjaminGraham,聪明的投资者,9.0
作者:[美]彼得·考夫曼(编),穷查理宝典,9.0
作者:李娟,冬牧场,9.0
作者:[德]瓦尔特·莫尔斯,蓝熊船长的13条半命,9.4
作者:[英]吉米·哈利（JamesHerriot）,万物既伟大又渺小,9.0
作者:阿城,阿城精选集,9.0
作者:陈秋平/尚荣,金刚经心经坛经,9.1
作者:(美)保罗﹒萨缪尔森/（美）诺德豪斯,经济学,9.1
作者:泰戈尔,飞鸟集,9.1
作者:顾城,顾城的诗顾城的画,9.1
作者:[日]原研哉,设计中的设计|全本,9.0
作者:宗萨钦哲仁波切,佛教的见地与修道,9.0
作者:何兆武（口述）/文靖,上学记,9.0
作者:[德]叔本华,人生的智慧,9.3
作者:[俄]康·帕乌斯托夫斯基,金蔷薇,9.0
作者:志摩千岁,张国荣的时光,9.0
作者:汪曾祺,岁朝清供,9.1
作者:李允鉌,华夏意匠,9.2
作者:[英]吉米·哈利,万物刹那又永恒,9.1
作者:托尼•赖斯,发现之旅,9.0
出版社:中华书局,論語譯註,9.0
作者:梁漱溟,中国文化要义,9.0
作者:鲁迅,野草,9.2
作者:瞿同祖,中国法律与中国社会,9.2
作者:南怀瑾,庄子諵譁（上）,8.9
作者:王力主编,古代汉语（第一册）,9.1
作者:C.S.路易斯,返璞归真,9.1
作者:（英）西蒙・辛格,费马大定理,9.0
"作者:[美]加来道雄（Kaku,M）",超越时空,9.0
作者:[清]沈德潛,古詩源,9.3
作者:于娟,此生未完成,8.9
作者:[葡萄牙]费尔南多·佩索阿,惶然录,9.0
作者:蒋勋,蒋勋说红楼梦（第一辑）,9.0
作者:[美]罗伯特·所罗门,大问题,9.0
作者:[阿根廷]豪·路·博尔赫斯,阿莱夫,9.2
作者:[美]哈珀·李,杀死一只反舌鸟,9.1
作者:[美]罗伯特·麦基,故事,9.2
作者:[奥]维特根斯坦,逻辑哲学论,9.1
作者:[德]赫尔曼·黑塞,纳尔齐斯与歌尔德蒙,9.2
作者:(意)伊塔洛·卡尔维诺,新千年文学备忘录,9.1
作者:陈忠实,白鹿原,9.0
作者:[阿根廷]豪·路·博尔赫斯,博尔赫斯全集,9.4
作者:张爱玲,传奇(上下),9.0
作者:[英]毛姆,人生的枷锁,9.0
作者:[美]法兰克·佛杜锡克著/吴程远译,神经外科的黑色喜剧,9.0
作者:叶广芩,采桑子,9.0
作者:钱钟书,围城,9.0
作者:钱钟书,写在人生边上写在人生边上的边上石语,9.0
作者:宗萨蒋扬钦哲仁波切,人间是剧场,9.0
作者:饶平如,平如美棠,9.0
作者:雨果,悲惨世界（上下）,9.2
作者:[德]马克斯·韦伯,学术与政治,9.2
作者:斯台芬·茨威格,心灵的焦灼,8.9
作者:钱穆,论语新解,8.9
作者:[阿根廷]豪·路·博尔赫斯,虚构集,9.2
作者:米切尔・恩德,毛毛,9.0
作者:何偉,甲骨文,9.2
作者:郑重/王要,大明宫词,9.1
作者:汉密尔顿/杰伊/麦迪逊,联邦党人文集,9.0
作者:王世襄,锦灰堆,9.2
作者:袁越,来自民间的叛逆,9.2
作者:[俄]亚历山大·索尔仁尼琴,古拉格群岛（上中下）,9.2
作者:任东来/陈伟/白雪峰,美国宪政历程,9.1
作者:(美)萨伯,洞穴奇案,9.1
作者:WILLARDPRICE,哈尔罗杰历险记(全套共14册),9.6
作者:RandalE.Bryant/DavidO'Hallaron,深入理解计算机系统,9.5
作者:[英]贡布里希(SirE.H.Gombrich),艺术的故事,9.4
作者:[美]乔治.R.R.马丁,冰与火之歌（卷三）,9.5
作者:[英]A.S.Hornby原著/SallyWehmeier主编/MichaelAshby语音编辑,牛津高阶英汉双解词典（第六版）,9.5
作者:RichardP.Feynman/RobertB.Leighton/MatthewSands,费恩曼物理学讲义（第1卷）,9.5
作者:熊顿,滚蛋吧!肿瘤君,9.2
作者:[清]曹雪芹著/高鹗续,红楼梦,9.5
作者:吴淼,塔希里亚故事集,9.4
作者:[哥伦比亚]加西亚·马尔克斯,百年孤独,9.2
作者:[美]ThomasH.Cormen/CharlesE.Leiserson/RonaldL.Rivest/CliffordStein,算法导论（原书第2版）,9.4
作者:[美]侯世达,哥德尔、艾舍尔、巴赫,9.4
作者:木心口述/陈丹青笔录,文学回忆录（全2册）,9.2
作者:司马迁,史记（全十册）,9.5
作者:老子,道德经,9.4
作者:刘慈欣,三体Ⅲ,9.2
作者:柴静,看见,8.8
作者:[美]乔治.R.R.马丁,冰与火之歌（卷二）,9.4
作者:鲁迅,鲁迅全集（2005最新修订版）,9.4
作者:吴淼,塔希里亚故事集Ⅱ,9.4
作者:吴军,浪潮之巅,9.1
作者:孔丘编订,诗经,9.4
作者:[美]艾萨克·阿西莫夫,第二基地,9.3
作者:林崇德主编,中国少年儿童百科全书（全四册）,9.4
作者:[美]徐中約,中國近代史（上冊）,9.4
出版社:广西民族出版社,唐诗三百首,9.3
作者:[宋]司馬光編著/[元]胡三省音注,資治通鑑（全二十冊）,9.3
作者:〔法〕大仲马著,基督山伯爵(上下),9.3
作者:安房直子,风与树的歌,9.3
作者:高尔泰,寻找家园,9.2
作者:（美）乔治·R·R·马丁,冰与火之歌·卷四·群鸦的盛宴（全两册）,9.2
作者:玛赞·莎塔碧,我在伊朗长大,9.3
作者:中国社会科学院语言研究所词典编辑室编,现代汉语词典（修订本）,9.3
作者:孙通海译注,庄子,9.4
作者:[俄]陀思妥耶夫斯基,卡拉马佐夫兄弟,9.3
作者:（美）BrianW.Kernighan/（美）DennisM.Ritchie,C程序设计语言,9.4
作者:[意大利]卡尔维诺,卡尔维诺文集（第三卷）,9.3
作者:[美]安·兰德,源泉,9.1
作者:[美]乔治·R.R.马丁,冰与火之歌（卷一）,9.3
作者:兰晓龙,我的团长我的团（下部）,9.4
作者:蘅塘退士/陈婉俊,唐诗三百首,9.3
作者:张纯如,南京浩劫,9.2
作者:王小波,王小波全集,9.3
作者:[英]山姆·麦克布雷尼文/安妮塔·婕朗图,猜猜我有多爱你,9.3
作者:[美]艾萨克·阿西莫夫,基地,9.2
作者:[日]田中芳树,银河英雄传说,9.2
作者:[日]莫莉蓟野,猫城小事,9.1
作者:[伊朗]玛赞·莎塔碧,我在伊朗长大1,9.2
作者:錢穆,國史大綱（上下）,9.3
作者:费孝通,乡土中国生育制度,9.2
作者:鲁兵主编/朱延龄插图,365夜故事（上下）,9.2
作者:[美]艾萨克·阿西莫夫,基地与帝国,9.2
作者:顾准,顾准文集,9.1
作者:[美]米切尔,飘（全二册）,9.2
作者:[英]乔治·奥威尔,一九八四·动物农场,9.2
作者:（清）纳兰性德/赵秀亭（笺校）/冯统一（笺校）,飲水詞箋校,9.2
作者:[美]欧文·斯通,渴望生活,9.2
作者:（英）帕·林·特拉芙斯,随风而来的玛丽阿姨,9.2
作者:[哥伦比亚]加西亚·马尔克斯,霍乱时期的爱情,8.9
作者:[英]毛姆,月亮和六便士,9.1
作者:[美]G.伽莫夫,从一到无穷大,9.1
作者:(法)托克维尔,论美国的民主,9.2
作者:[法]托克维尔,旧制度与大革命,8.9
作者:LeftenStavrosStavrianos,全球通史(上),9.2
"作者:（美）斯塔夫里阿诺斯（Stavrianos,L.S.）",全球通史(下),9.2
作者:曹天元,上帝掷骰子吗,9.2
作者:[奥]莱内·马利亚·里尔克,给青年诗人的信,9.1
作者:[英]王尔德,快乐王子,9.1
作者:[美]史蒂夫·迈克康奈尔,代码大全（第2版）,9.3
作者:StanleyB.Lippman/JoséeLaJoie/BarbaraE.Moo,C++Primer中文版（第4版）,9.2
作者:刘慈欣,三体Ⅱ,9.2
作者:[丹麦]金·弗珀兹·艾克松/文/[瑞典]爱娃·艾瑞克松/图,爷爷变成了幽灵,9.3
作者:[美]斯蒂芬·金,肖申克的救赎,9.1
作者:（丹麦）安徒生,安徒生童话故事集,9.1
作者:路遥,平凡的世界（全三册）,9.2
作者:三毛,撒哈拉的故事,9.2
作者:[美国]玛格丽特·米切尔,飘,9.3
作者:[明]罗贯中,三国演义（全二册）,9.2
作者:[英]王尔德,王尔德童话,9.1
作者:卡里·纪伯伦,先知,9.0
作者:[法]阿尔贝·加缪,加缪文集,9.1
作者:[英]瑞·蒙克,维特根斯坦传,9.1
作者:中国社会科学院语言研究所编,新华字典（1998年修订本）,9.2
作者:兰晓龙,我的团长我的团（上部）,9.2
作者:ElliotAronson,社会性动物,9.1
作者:[美]迈克尔·桑德尔,公正,9.1
作者:[美]ErichGamma/RichardHelm/RalphJohnson/JohnVlissides,设计模式,9.1
作者:（德）叔本华,人生的智慧,9.1
作者:[美]R·柯朗H·罗宾著/I·斯图尔特修订,什么是数学,9.1
作者:[晋]陈寿撰/[宋]裴松之注,三国志（全五册）,9.2
作者:杨显惠,夹边沟记事,9.2
作者:当年明月,明朝那些事儿（1-9）,9.2
作者:[奥］斯蒂芬・茨威格,昨日的世界,9.2
作者:萧涤非/等,唐诗鉴赏辞典,9.2
作者:幾米,星空,9.0
作者:[阿根廷]博尔赫斯,博尔赫斯小说集,9.1
作者:[美]彼得·海斯勒,江城,9.0
作者:安徒生,海的女儿,9.1
作者:[英]阿·柯南道尔,福尔摩斯探案全集（上中下）,9.2
作者:慕容引刀,让爱点亮,9.0
作者:[德]赫尔曼·黑塞,悉达多,9.0
作者:美国纽约摄影学院,美国纽约摄影学院摄影教材（上）,9.1
作者:EricS.Raymond,UNIX编程艺术,9.0
作者:[法国]马塞尔·普鲁斯特,追忆似水年华（上下册）,9.1
作者:[法]列维-斯特劳斯,忧郁的热带,9.1
作者:[美]埃里克·霍弗,狂热分子,9.0
作者:钱穆,中国历代政治得失,9.1
作者:[美]菲利普·科特勒/[美]凯文·莱恩·凯勒,营销管理,9.0
作者:谢尔・希尔弗斯坦,爱心树,9.1
作者:余华,活着,9.1
作者:尹建莉,好妈妈胜过好老师,9.0
作者:[伊朗]玛赞·莎塔碧,我在伊朗长大3,9.2
作者:[德]埃·奥·卜劳恩绘,父与子全集,9.1
作者:慕容引刀,被爱路过,9.0
作者:[日]莫莉蓟野,子猫絮语,9.1
作者:[英]乔治·奥威尔,动物农场,9.2
作者:王小波,沉默的大多数,9.0
作者:hans,阿狸·梦之城堡,9.0
作者:余华,活着,9.1
作者:[法]圣埃克苏佩里,小王子,9.0
作者:[日]东野圭吾,白夜行,9.1
作者:[英]阿加莎·克里斯蒂,东方快车谋杀案,9.0
作者:[英]奥斯丁,傲慢与偏见,9.0
作者:王小波,我的精神家园,9.0
作者:芭芭拉·德米克,我們最幸福,9.1
作者:林达,历史深处的忧虑,9.0
作者:[美]曼昆,经济学原理（上下）,9.0
出版社:少年儿童出版社,十万个为什么,9.0
作者:[奥]斯台芬·茨威格,象棋的故事,9.0
作者:王小波,沉默的大多数,9.0
作者:（日）东野圭吾,嫌疑人X的献身,9.0
作者:[清]蒲松龄著/朱其铠等校注,全本新注聊斋志异（全三册）,9.0
作者:屈原,楚辞,9.0
作者:[英]阿瑟·克拉克,2001太空漫游,9.0
作者:[美]特德·蒋,你一生的故事,8.9
作者:宫西达也,你看起来好像很好吃,9.1
作者:张乐平,三毛流浪记（全集）,9.1
作者:张乐平,三毛从军记全集,9.0
作者:[日]伊坂幸太郎,金色梦乡,9.0
作者:[美]彼得·海斯勒,寻路中国,9.0
作者:[法]米歇尔·福柯,规训与惩罚,9.1
作者:[英]毛姆,刀锋,9.0
作者:章东磐,父亲的战场,9.0
作者:[美]丹·西蒙斯,海伯利安,9.0
作者:[俄]布尔加科夫,大师和玛格丽特,8.9
作者:林达,我也有一个梦想,9.0
作者:王国维,人间词话,9.0
出版社:中国基督教协会,圣经,9.0
作者:秦晖,传统十论,9.1
作者:[英]马丁•麦克多纳/汀布莱克•韦滕贝克/安东尼•尼尔逊/卡丽尔•丘琪尔,枕头人,9.1
作者:汪曾祺,受戒,9.2
作者:[英]肯·福莱特,巨人的陨落,9.0
作者:费孝通,江村经济,9.0
作者:桔子樹,麒麟之与子同袍,9.4
作者:(英)王尔德,快乐王子,9.1
作者:李娟,羊道·深山夏牧场,9.1
作者:[俄]列夫·托尔斯泰,安娜·卡列尼娜,9.1
作者:李娟,羊道·前山夏牧场,9.1
作者:旋元佑,英语魔法师之语法俱乐部,9.5
作者:CharlesPetzold,编码的奥秘,9.2
作者:(日)三岛由纪夫,天人五衰,9.0
作者:李碧华,霸王别姬,9.2
作者:[奥]莱内·马利亚·里尔克,给青年诗人的信,9.1
作者:DouglasCrockford,JavaScript语言精粹,9.1
作者:[日]芥川龙之介,芥川龙之介全集,9.2
作者:TOBYSEGARAN,集体智慧编程,9.0
作者:阿城,棋王.樹王.孩子王,9.0
作者:（法）安德烈·巴赞,电影是什么？,9.0
作者:老舍,正红旗下,9.1
作者:(法)克利斯提昂.约里波瓦/文/(法)克利斯提昂.艾利施/图,我想去看海,9.1
作者:藤萍,香初上舞·终上,9.0
作者:藤萍,香初上舞·再上,9.0
作者:赖世雄,美语音标,9.6
作者:[英]毛姆,人生的枷锁,9.0
作者:金庸,金庸全集,9.5
作者:毛泽东,毛泽东选集第一卷,9.1
作者:陈鼓应注译,庄子今注今译（全三册）,9.3
作者:南怀瑾,庄子諵譁（下）,9.0
作者:鲁迅,故事新编,9.1
作者:汪曾祺,汪曾祺小说经典,9.2
作者:鸟哥,鸟哥的Linux私房菜,9.1
作者:[荷]文森特·凡高,亲爱的提奥,9.1
作者:夏宇,夏宇詩集／腹語術,9.0
作者:海子著/西川编,海子诗全集,9.2
作者:罗曼·罗兰,约翰·克利斯朵夫（共四册）,9.1
作者:（明）汤显祖著；徐朔方，杨笑杨校注,牡丹亭,9.2
作者:（英）阿诺德・汤因比,历史研究,9.0
作者:[德]赫尔曼·黑塞,德米安,9.0
作者:[苏]安德烈·塔可夫斯基,雕刻时光,9.0
作者:罗杰•霍克(RogerR.Hock),改变心理学的40项研究,9.3
作者:[俄]陀思妥耶夫斯基,死屋手记,9.0
"作者:（黎巴嫩）纪·哈·纪伯伦（Gibran,K.）",纪伯伦诗集,9.2
作者:卡里・纪伯伦/廖欣,沙与沫,9.1
作者:[意]普里莫·莱维,被淹没和被拯救的,9.1
作者:[加拿大]阿利斯泰尔·麦克劳德,海风中失落的血色馈赠,9.0
作者:S.A.阿列克谢耶维奇,切尔诺贝利的悲鸣,9.0
作者:[法]克里斯托弗·加尔法德,极简宇宙史,9.1
作者:[法]马塞尔·普鲁斯特,追忆似水年华,9.1
作者:卡伦·霍尼,我们时代的神经症人格,9.0
作者:[哥伦比亚]加西亚·马尔克斯,活着为了讲述,9.0
作者:[白俄]S.A.阿列克谢耶维奇,二手时间,8.8
作者:本书编委会,心经,9.6
作者:米切尔·恩德,毛毛,9.1
作者:田中芳树,银河英雄传说,9.4
作者:汪曾祺,受戒,9.1
作者:(法)阿尔贝·加缪,局外人,8.9
作者:BarbaraDemick,NothingtoEnvy,9.1
作者:李碧华,霸王别姬,9.2
作者:[瑞典]弗雷德里克·巴克曼,一个叫欧维的男人决定去死,9.1
作者:史铁生,记忆与印象,9.1
作者:(印度)泰戈尔,新月集·飞鸟集,9.1
作者:（美）玛格丽特・米切尔,乱世佳人(上、下),9.3
作者:三毛,温柔的夜,9.0
作者:[美]ScottMeyers,EffectiveC++中文版,9.2
作者:[美]斯科特·安德森,阿拉伯的劳伦斯,9.1
作者:MartinFowler,重构,9.0
作者:杨小凯,百年中国经济史笔记,9.1
作者:冯友兰,中国哲学简史,9.0
作者:白谦慎,傅山的世界,9.0
作者:KennethA.Reek,C和指针,9.0
作者:夏宇,備忘錄,9.1
作者:[英]约翰·穆勒,论自由,9.4
作者:威廉·萨默赛特·毛姆/(W.S.Maugham),人性的枷锁,9.0
作者:priest,有匪1,8.9
作者:刘和平,大明王朝1566,9.1
作者:王小波,黄金时代,9.0
作者:[美]雅罗姆（IrvinD.Yalom）,给心理治疗师的礼物,9.0
作者:桔子樹,麒麟之生死與共,9.5
作者:张新颖,沈从文的后半生：1948-1988,9.0
作者:斯蒂芬A.罗斯,公司理财,9.4
作者:[英]肯·福莱特,世界的凛冬,9.1
作者:[美]约翰·斯坦贝克（JohnSteinbeck）,人鼠之间,9.0
作者:[英]毛姆,面纱,9.0
作者:[美]田纳西·威廉斯,欲望号街车,9.0
作者:南怀瑾述,南怀瑾选集（第一卷）,9.2
作者:[英]路德维希·维特根斯坦,哲学研究,9.0
作者:(美)丹·西蒙斯,海伯利安的陨落,9.1
作者:(美)丹·西蒙斯,海伯利安,9.2
作者:叶嘉莹,唐宋词十七讲,9.1
作者:张五常,经济解释卷一：科学说需求（神州增订版）,9.0
作者:钱钟书,管锥编（全五册）,9.3
作者:芥川龙之介,罗生门,9.1
作者:史铁生,我与地坛,9.0
作者:吳念真,這些人，那些事,9.0
作者:(德)阿・叔本华,叔本华思想随笔,9.1
作者:斯·茨威格,斯·茨威格中短篇小说选,9.1
作者:(英)威廉·萨默塞特·毛姆,毛姆短篇小说精选集,9.1
作者:李娟,阿勒泰的角落,9.0
作者:老舍,四世同堂,9.2
作者:大仲马,基督山伯爵（上下册）,9.2
作者:[意大利]卡尔维诺,卡尔维诺文集（第五卷）,9.0
作者:王小波,黄金时代白银时代,9.1
作者:[英]贡布里希(SirE.H.Gombrich),艺术的故事,9.6
作者:[澳]格里高利·大卫·罗伯兹,项塔兰,9.0
作者:李光耀,李光耀观天下,9.0
作者:白先勇,台北人,9.0
